90 2
75 2
56 3
103 4
128 4
15 4
45 5
33 7
189 9
167 10
184 10
10 10
14 10
95 11
46 11
93 13
151 14
172 14
32 14
58 14
39 15
51 19
148 20
109 21
118 21
192 21
198 21
2 22
46 23
50 23
166 24
149 26
78 26
37 27
39 28
71 28
11 29
13 29
95 31
33 31
14 34
13 35
60 39
113 40
189 40
35 40
107 41
148 41
129 42
179 42
153 43
123 44
30 44
48 44
4 46
75 46
170 49
54 50
62 51
76 51
139 52
1 52
15 52
142 53
165 53
197 53
34 53
37 54
78 54
123 55
195 55
174 56
185 56
55 57
137 58
114 59
13 59
18 59
51 59
157 62
61 62
186 63
11 63
29 63
50 63
77 63
109 64
102 65
3 65
65 66
37 67
54 68
199 69
28 69
38 69
62 69
138 70
1 71
29 71
63 71
27 72
75 73
93 75
164 76
17 76
160 77
79 80
123 81
40 81
199 82
36 82
152 83
70 83
11 84
15 85
34 85
55 85
99 86
5 86
39 86
47 86
124 87
73 87
17 88
66 88
78 88
72 89
167 91
12 91
22 91
51 91
118 92
144 92
1 92
20 92
193 93
102 94
106 94
137 94
17 95
59 95
60 95
133 97
61 98
28 99
8 100
35 100
46 100.3
48 100.3
173 101.3
21 101.3
140 102.3
158 102.3
160 102.3
49 102.3
55 102.3
61 102.3
124 103.3
166 103.3
71 103.3
72 103.3
88 104.3
98 104.3
114 104.3
143 104.3
53 104.3
69 104.3
168 105.3
16 105.3
31 105.3
62 105.3
68 105.3
155 106.3
13 106.3
19 106.3
47 106.3
57 106.3
11 107.3
27 107.3
51 107.3
63 107.3
144 108.3
154 108.3
33 108.3
66 108.3
123 109.3
161 109.3
184 109.3
38 109.3
50 109.3
121 110.3
127 110.3
156 110.3
177 110.3
30 110.3
32 110.3
39 110.3
43 110.3
67 110.3
84 111.3
113 111.3
134 111.3
195 111.3
73 111.3
6 112.3
25 112.3
48 112.3
72 112.3
82 113.3
171 113.3
55 113.3
130 114.3
151 114.3
1 115.3
59 115.3
159 116.3
180 116.3
4 116.3
14 116.3
34 116.3
35 116.3
102 117.3
112 117.3
139 117.3
146 117.3
21 117.3
36 117.3
42 117.3
70 117.3
150 118.3
23 118.3
24 118.3
27 118.3
68 118.3
140 119.3
181 119.3
13 119.3
52 119.3
56 119.3
126 120.3
143 120.3
151 120.3
75 120.3
79 120.3
118 121.3
176 121.3
108 122.3
114 122.3
3 122.3
20 122.3
60 122.3
134 123.3
137 123.3
189 123.3
62 123.3
66 123.3
81 124.3
130 124.3
8 124.3
38 124.3
55 124.3
77 124.3
100 125.3
111 125.3
33 125.3
50 125.3
95 126.3
70 126.3
80 127.3
91 127.3
28 127.3
44 127.3
77 127.3
164 128.3
116 129.3
174 129.3
62 129.3
72 129.3
135 130.3
145 130.3
4 130.3
39 130.3
45 130.3
53 130.3
57 130.3
69 130.3
117 131.3
152 131.3
183 131.3
15 131.3
55 131.3
63 131.3
74 131.3
144 132.3
158 132.3
167 132.3
184 132.3
14 132.3
35 132.3
37 132.3
19 133.3
21 133.3
137 134.3
47 134.3
71 134.3
95 135.3
6 135.3
9 135.3
10 135.3
59 135.3
186 136.3
24 136.3
43 136.3
120 137.3
174 137.3
8 137.3
13 137.3
32 137.3
42 137.3
50 137.3
65 137.3
66 137.3
75 137.3
96 138.3
129 138.3
148 138.3
29 138.3
40 138.3
48 138.3
113 139.3
115 139.3
147 139.3
25 139.3
73 139.3
85 140.3
20 140.3
52 140.3
90 141.3
61 141.3
69 142.3
72 142.3
84 143.3
131 143.3
151 143.3
177 143.3
184 143.3
79 143.3
105 144.3
143 144.3
179 144.3
1 144.3
12 144.3
33 144.3
38 144.3
49 144.3
55 144.3
56 144.3
67 144.3
71 144.3
86 145.3
115 145.3
154 145.3
2 145.3
66 145.3
125 146.3
76 146.3
170 147.3
60 147.3
25 148.3
37 148.3
45 148.3
58 148.3
121 149.3
179 149.3
17 149.3
36 149.3
0 150.3
22 150.3
52 150.3
54 150.3
84 151.3
91 151.3
136 151.3
150 151.3
191 151.3
196 151.3
3 151.3
30 151.3
67 151.3
78 151.3
114 152.3
120 152.3
155 152.3
183 152.3
88 153.3
89 153.3
7 153.3
13 153.3
39 153.3
132 154.3
148 154.3
189 154.3
33 154.3
131 155.3
142 155.3
9 155.3
24 155.3
38 155.3
45 155.3
140 156.3
187 156.3
75 156.3
92 157.3
116 157.3
145 157.3
152 157.3
176 157.3
177 157.3
193 157.3
197 157.3
51 157.3
58 157.3
80 158.3
108 158.3
180 158.3
10 158.3
15 158.3
37 158.3
55 158.3
66 158.3
88 159.3
90 159.3
138 159.3
191 159.3
18 159.3
46 159.3
62 159.3
64 159.3
69 159.3
77 159.3
130 160.3
63 160.3
79 160.3
89 162.3
182 162.3
30 162.3
53 162.3
68 162.3
96 163.3
105 163.3
106 163.3
117 163.3
199 163.3
21 163.3
27 163.3
32 163.3
110 164.3
126 164.3
133 164.3
145 164.3
162 164.3
3 164.3
19 164.3
70 164.3
71 164.3
138 165.3
140 165.3
192 165.3
4 165.3
22 165.3
40 165.3
43 165.3
76 165.3
175 166.3
17 166.3
31 166.3
60 166.3
109 167.3
144 167.3
135 168.3
179 168.3
111 169.3
149 169.3
171 169.3
180 169.3
1 169.3
32 169.3
34 169.3
52 169.3
83 170.3
142 170.3
159 170.3
20 170.3
24 170.3
41 170.3
48 170.3
81 171.3
89 171.3
107 171.3
141 171.3
148 171.3
0 171.3
10 171.3
12 171.3
44 171.3
49 171.3
56 171.3
74 171.3
26 172.3
2 173.3
55 173.3
78 173.3
101 174.3
132 174.3
45 174.3
155 175.3
76 175.3
178 176.3
16 176.3
23 176.3
86 177.3
103 177.3
105 177.3
30 177.3
31 177.3
34 177.3
57 177.3
62 177.3
72 177.3
102 178.3
113 178.3
193 178.3
3 178.3
39 178.3
70 178.3
91 179.3
157 179.3
20 179.3
64 179.3
96 180.3
114 180.3
119 180.3
172 180.3
12 180.3
38 180.3
75 180.3
100 181.3
15 181.3
61 181.3
89 182.3
107 182.3
128 182.3
167 182.3
59 182.3
163 183.3
169 183.3
21 183.3
48 183.3
62 183.3
68 183.3
139 184.3
181 184.3
183 184.3
27 184.3
46 184.3
49 184.3
65 184.3
76 184.3
22 185.3
33 185.3
43 185.3
95 186.3
17 186.3
77 186.3
112 187.3
4 187.3
31 187.3
98 188.3
166 188.3
183 189.3
1 189.3
72 189.3
79 189.3
178 190.3
0 190.3
16 190.3
20 190.3
35 190.3
37 190.3
70 190.3
111 191.3
139 191.3
173 191.3
179 191.3
28 191.3
71 191.3
143 192.3
34 192.3
164 193.3
49 193.3
126 194.3
51 194.3
130 195.3
3 195.3
26 195.3
60 195.3
103 196.3
109 196.3
172 196.3
183 196.3
59 196.3
146 197.3
152 197.3
154 197.3
12 197.3
25 197.3
33 197.3
45 197.3
78 197.3
81 198.3
116 198.3
199 198.3
9 198.3
37 198.3
55 198.3
67 198.3
97 199.3
4 199.3
29 199.3
116 202
52 202
21 203
11 205
24 205
90 207
128 208
191 209
22 210
57 210
117 211
1 212
132 213
156 213
39 213
30 214
17 216
19 216
73 216
149 217
41 217
24 219
31 219
36 220
126 221
192 221
135 222
50 222
160 223
74 223
0 224
71 224
89 225
139 226
155 226
78 226
21 228
64 228
124 231
14 234
50 234
74 234
159 235
0 236
161 237
181 237
192 237
44 238
91 239
114 240
51 240
73 240
4 241
14 241
68 241
175 243
6 243
5 244
13 244
57 244
162 245
46 245
52 245
155 246
111 247
73 247
115 248
25 249
56 249
70 249
167 250
19 250
84 251
28 251
193 252
16 253
128 254
81 255
41 255
42 255
35 256
54 256
146 259
123 261
48 261
121 262
96 264
5 264
11 264
1 265
38 265
81 266
91 266
30 266
167 268
45 269
66 269
119 270
24 270
77 270
78 271
22 273
82 274
191 275
169 276
182 276
199 276
157 277
0 277
144 278
36 278
132 279
33 279
133 281
3 282
55 282
18 284
70 286
165 287
181 288
87 290
89 291
198 291
